,gi,tax_names,count
1088,379744720,Mycobacterium intracellulare ATCC 13950,4
1089,310639471,Paenibacillus polymyxa SC2,4
1090,150398760,Methanococcus vannielii SB,4
1091,339905954,Burkholderia glumae BGR1,4
1092,227829020,Sulfolobus islandicus L.S.2.15,4
1093,387502364,Propionibacterium acnes 6609,4
1094,384260349,Rhodospirillum photometricum DSM 122,4
1095,257783814,Atopobium parvulum DSM 20469,4
1096,425788638,Helicobacter pylori Aklavik117,4
1097,385821700,Lactobacillus casei BD-II,4
1098,392401586,Turneriella parva DSM 21527,4
1099,104779316,Pseudomonas entomophila L48,4
1100,77461965,,4
1101,148642060,Methanobrevibacter smithii ATCC 35061,4
1102,224372070,Nautilia profundicola AmH,4
1103,386262266,Flavobacterium columnare ATCC 49512,4
1104,378762851,Sinorhizobium fredii HH103,4
1105,386587281,Streptococcus suis A7,4
1106,78187984,Chlorobium chlorochromatii CaD3,4
1107,342162671,Streptococcus pseudopneumoniae IS7493,4
1108,320154846,Vibrio vulnificus MO6-24/O,4
1109,172059067,Burkholderia ambifaria MC40-6,4
1110,19703352,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,4
1111,170016358,Leuconostoc citreum KM20,4
1112,374298386,Desulfovibrio africanus str. Walvis Bay,4
1113,374286830,Bacteriovorax marinus SJ,4
1114,410417816,Bordetella bronchiseptica MO149,4
1115,222080781,Agrobacterium radiobacter K84,4
1116,404412106,Listeria monocytogenes SLCC7179,4
1117,347753732,Candidatus Chloracidobacterium thermophilum B,4
1118,206900094,Dictyoglomus thermophilum H-6-12,4
1119,389848879,Haloferax mediterranei ATCC 33500,4
1120,387812450,Marinobacter hydrocarbonoclasticus ATCC 49840,4
1121,148654188,Roseiflexus sp. RS-1,4
1122,410593712,Streptococcus agalactiae SA20-06,4
1123,34556458,Wolinella succinogenes DSM 1740,4
1124,347537839,Pseudogulbenkiania sp. NH8B,4
1125,374294493,Clostridium clariflavum DSM 19732,4
1126,337754017,Francisella sp. TX077308,4
1127,159902540,Prochlorococcus marinus str. MIT 9211,4
1128,386263233,Haemophilus influenzae R2866,4
1129,289207187,Thioalkalivibrio sp. K90mix,4
1130,294138771,Shewanella violacea DSS12,4
1131,384207496,Brachyspira intermedia PWS/A,4
1132,402496444,Wolbachia endosymbiont of Onchocerca ochengi,4
1133,389870301,Advenella kashmirensis WT001,4
1134,320159410,Anaerolinea thermophila UNI-1,4
1135,386632422,Escherichia coli str. 'clone D i14',4
1136,284163295,Haloterrigena turkmenica DSM 5511,4
1137,423049750,Francisella tularensis subsp. holarctica F92,4
1138,289547777,Thermocrinis albus DSM 14484,4
1139,239825584,Geobacillus sp. WCH70,4
1140,365823354,Eubacterium limosum KIST612,4
1141,15793034,Neisseria meningitidis Z2491,4
1142,261414414,Fibrobacter succinogenes subsp. succinogenes S85,4
1143,348025247,Megasphaera elsdenii DSM 20460,4
1144,428765681,Enterococcus faecalis str. Symbioflor 1,4
1145,114797051,Hyphomonas neptunium ATCC 15444,4
1146,291612472,Sideroxydans lithotrophicus ES-1,4
1147,375289729,Corynebacterium diphtheriae 241,4
1148,283454959,Bifidobacterium dentium Bd1,4
1149,25010075,Streptococcus agalactiae NEM316,4
1150,375132168,Vibrio furnissii NCTC 11218,4
1151,119773142,Shewanella amazonensis SB2B,4
1152,406708523,Streptococcus agalactiae GD201008-001,4
1153,22536185,Streptococcus agalactiae 2603V/R,4
1154,94991497,Streptococcus pyogenes MGAS2096,4
1155,145294042,Corynebacterium glutamicum R,4
1156,397678256,Mycobacterium abscessus subsp. bolletii str. GO 06,4
1157,300172302,Leuconostoc gasicomitatum LMG 18811,4
1158,290579526,Streptococcus mutans NN2025,4
1159,119866057,Mycobacterium sp. KMS,4
1160,167038675,Thermoanaerobacter sp. X514,4
1161,392395704,Flexibacter litoralis DSM 6794,4
1162,269137358,Edwardsiella tarda EIB202,4
1163,221638099,Rhodobacter sphaeroides KD131,4
1164,182677002,Beijerinckia indica subsp. indica ATCC 9039,4
1165,59800473,Neisseria gonorrhoeae FA 1090,4
1166,372486701,Dechlorosoma suillum PS,4
1167,254555169,Lactobacillus plantarum JDM1,4
1168,46445634,Candidatus Protochlamydia amoebophila UWE25,4
1169,217963303,Listeria monocytogenes HCC23,4
1170,339321330,Cupriavidus necator N-1,4
1171,323524377,Burkholderia sp. CCGE1001,4
1172,160901491,Petrotoga mobilis SJ95,4
1173,113460149,Haemophilus somnus 129PT,4
1174,18308982,Clostridium perfringens str. 13,4
1175,407691594,Actinobacillus suis H91-0380,4
1176,385323172,Neisseria meningitidis 8013,4
1177,430748349,Thermobacillus composti KWC4,4
1178,384133787,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1,4
1179,289163353,Legionella longbeachae NSW150,4
1180,319765157,Geobacillus sp. Y412MC52,4
1181,384503605,Corynebacterium pseudotuberculosis 1002,4
1182,386265029,Haemophilus influenzae R2846,4
1183,378773696,Pasteurella multocida 36950,4
1184,157154711,Escherichia coli E24377A,4
1185,385808586,Ignavibacterium album JCM 16511,4
1186,218547440,Escherichia fergusonii ATCC 35469,4
1187,375294201,Mycobacterium tuberculosis KZN 4207,4
1188,221368938,Rhodobacter sphaeroides KD131,4
1189,167036431,Thermoanaerobacter pseudethanolicus ATCC 33223,4
1190,222478439,Halorubrum lacusprofundi ATCC 49239,4
1191,347750429,Streptococcus mutans UA159,4
1192,302035394,Candidatus Nitrospira defluvii,4
1193,384456718,Clostridium acetobutylicum EA 2018,4
1194,237810278,Burkholderia pseudomallei MSHR346,4
1195,325980881,Nitrosomonas sp. AL212,4
1196,15644634,Helicobacter pylori 26695,4
1197,115522030,Rhodopseudomonas palustris BisA53,4
1198,330835983,Sphaerochaeta coccoides DSM 17374,4
1199,334314770,Sinorhizobium meliloti AK83,4
1200,49175990,,4
1201,300869639,Brachyspira pilosicoli 95/1000,4
1202,283783779,Citrobacter rodentium ICC168,4
1203,269797069,Veillonella parvula DSM 2008,4
1204,15893298,Clostridium acetobutylicum ATCC 824,4
1205,251781468,Streptococcus dysgalactiae subsp. equisimilis GGS_124,4
1206,269836033,Sphaerobacter thermophilus DSM 20745,4
1207,219682499,Bifidobacterium animalis subsp. lactis AD011,4
1208,402778297,Klebsiella pneumoniae subsp. pneumoniae 1084,4
1209,305664376,Maribacter sp. HTCC2170,4
1210,397689003,Melioribacter roseus P3M-2,4
1211,295131884,Zunongwangia profunda SM-A87,4
1212,378710836,Escherichia coli KO11FL,4
1213,188579286,Methylobacterium populi BJ001,4
1214,121598179,Burkholderia mallei SAVP1,4
1215,157159467,Escherichia coli HS,4
1216,383449352,Flavobacterium indicum GPTSA100-9 = DSM 17447,3
1217,15791399,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,3
1218,15601865,Pasteurella multocida subsp. multocida str. Pm70,3
1219,386028266,Oligotropha carboxidovorans OM4,3
1220,384432549,Sulfolobus solfataricus 98/2,3
1221,385329741,Marinobacter adhaerens HP15,3
1222,194097589,Neisseria gonorrhoeae NCCP11945,3
1223,332980605,Mahella australiensis 50-1 BON,3
1224,384041026,Acetobacter pasteurianus IFO 3283-12,3
1225,307719921,Sulfurimonas autotrophica DSM 16294,3
1226,313671969,Calditerrivibrio nitroreducens DSM 19672,3
1227,114326664,Granulibacter bethesdensis CGDNIH1,3
1228,365961730,Propionibacterium acnes TypeIA2 P.acn31,3
1229,208433976,Helicobacter pylori G27,3
1230,258506995,Lactobacillus rhamnosus GG,3
1231,377807392,Burkholderia sp. YI23,3
1232,392987295,Enterococcus hirae ATCC 9790,3
1233,375133618,Acinetobacter calcoaceticus PHEA-2,3
1234,333904249,Streptococcus parauberis KCTC 11537,3
1235,229915734,Exiguobacterium sp. AT1b,3
1236,14518450,Pyrococcus abyssi GE5,3
1237,255961476,Heliobacterium modesticaldum Ice1,3
1238,404409239,Listeria monocytogenes SLCC5850,3
1239,116753325,Methanosaeta thermophila PT,3
1240,37678184,Vibrio vulnificus YJ016,3
1241,331700395,Lactobacillus buchneri NRRL B-30929,3
1242,294009986,Sphingobium japonicum UT26S,3
1243,333988640,Mycobacterium sp. JDM601,3
1244,389845493,Haloferax mediterranei ATCC 33500,3
1245,325957759,Methanobacterium sp. AL-21,3
1246,83814055,Salinibacter ruber DSM 13855,3
1247,305672698,Bacillus subtilis subsp. spizizenii str. W23,3
1248,156975952,Vibrio campbellii ATCC BAA-1116,3
1249,313124788,Halogeometricum borinquense DSM 11551,3
1250,58616727,Ehrlichia ruminantium str. Gardel,3
1251,148825133,Haemophilus influenzae PittEE,3
1252,403514032,Lactobacillus helveticus R0052,3
1253,225847840,Sulfurihydrogenibium azorense Az-Fu1,3
1254,298735500,Helicobacter pylori B8,3
1255,86355669,Rhizobium etli CFN 42,3
1256,338705982,Treponema paraluiscuniculi Cuniculi A,3
1257,377520096,Shigella sonnei 53G,3
1258,257124814,Leptotrichia buccalis C-1013-b,3
1259,157163852,Campylobacter concisus 13826,3
1260,157412338,Prochlorococcus marinus str. MIT 9215,3
1261,384162404,Bacillus amyloliquefaciens LL3,3
1262,374325525,Pyrobaculum sp. 1860,3
1263,386748726,Helicobacter cetorum MIT 00-7128,3
1264,107028231,Burkholderia cenocepacia AU 1054,3
1265,162958048,Prochlorococcus marinus str. NATL2A,3
1266,295129529,Propionibacterium acnes SK137,3
1267,225860012,Streptococcus pneumoniae Taiwan19F-14,3
1268,407453476,Chlamydia psittaci 84/55,3
1269,330827700,Aeromonas veronii B565,3
1270,384166624,Bacillus amyloliquefaciens XH7,3
1271,119896292,Azoarcus sp. BH72,3
1272,84488831,Methanosphaera stadtmanae DSM 3091,3
1273,327399920,Archaeoglobus veneficus SNP6,3
1274,139472888,Streptococcus pyogenes str. Manfredo,3
1275,152968582,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,3
1276,123965234,Prochlorococcus marinus str. MIT 9515,3
1277,383752828,Selenomonas ruminantium subsp. lactilytica TAM6421,3
1278,70725001,Staphylococcus haemolyticus JCSC1435,3
1279,119382757,Paracoccus denitrificans PD1222,3
1280,311066968,Bacillus atrophaeus 1942,3
1281,340620779,Capnocytophaga canimorsus Cc5,3
1282,330819133,Burkholderia gladioli BSR3,3
1283,385223048,Helicobacter pylori 2017,3
1284,386730761,Listeria monocytogenes 07PF0776,3
1285,326797444,Sphingobacterium sp. 21,3
1286,189423082,Geobacter lovleyi SZ,3
1287,220910783,Arthrobacter chlorophenolicus A6,3
1288,371486894,Pseudoxanthomonas spadix BD-a59,3
1289,121601635,Bartonella bacilliformis KC583,3
1290,182680572,Xylella fastidiosa M23,3
1291,146295085,Caldicellulosiruptor saccharolyticus DSM 8903,3
1292,54307237,Photobacterium profundum SS9,3
1293,16758993,Salmonella enterica subsp. enterica serovar Typhi str. CT18,3
1294,352516173,Tetragenococcus halophilus NBRC 12172,3
1295,385793751,Francisella tularensis subsp. tularensis NE061598,3
1296,296127869,Cellulomonas flavigena DSM 20109,3
1297,66043271,Pseudomonas syringae pv. syringae B728a,3
1298,347520606,Lactococcus garvieae ATCC 49156,3
1299,209693634,Aliivibrio salmonicida LFI1238,3
1300,218883314,Desulfurococcus kamchatkensis 1221n,3
1301,379714283,Corynebacterium pseudotuberculosis 316,3
1302,334318456,Sinorhizobium meliloti AK83,3
1303,347524522,Lactobacillus ruminis ATCC 27782,3
1304,392373140,Candidatus Methylomirabilis oxyfera,3
1305,56694928,,3
1306,336324561,Corynebacterium resistens DSM 45100,3
1307,226222639,Listeria monocytogenes serotype 4b str. CLIP 80459,3
1308,406025865,Lactobacillus buchneri CD034,3
1309,384438400,Thermus sp. CCB_US3_UF1,3
1310,374314450,Sphaerochaeta pleomorpha str. Grapes,3
1311,109946640,Helicobacter acinonychis str. Sheeba,3
1312,125716887,Streptococcus sanguinis SK36,3
1313,146280397,Pseudomonas stutzeri A1501,3
1314,188993864,Porphyromonas gingivalis ATCC 33277,3
1315,407711055,Burkholderia phenoliruptrix BR3459a,3
1316,239916571,Micrococcus luteus NCTC 2665,3
1317,383324079,Synechocystis sp. PCC 6803 substr. PCC-P,3
1318,126695337,Prochlorococcus marinus str. MIT 9301,3
1319,85372828,Erythrobacter litoralis HTCC2594,3
1320,402564811,Burkholderia cepacia GG4,3
1321,114565576,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,3
1322,387885754,Francisella noatunensis subsp. orientalis str. Toba 04,3
1323,254804028,Neisseria meningitidis alpha14,3
1324,310777805,Ilyobacter polytropus DSM 2926,3
1325,163842277,Brucella suis ATCC 23445,3
1326,332296669,Treponema brennaborense DSM 12168,3
1327,307728076,Burkholderia sp. CCGE1003,3
1328,189501470,Candidatus Amoebophilus asiaticus 5a2,3
1329,99078009,Ruegeria sp. TM1040,3
1330,385791932,Francisella cf. novicida Fx1,3
1331,376264031,Bacillus cereus F837/76,3
1332,227080237,Vibrio cholerae M66-2,3
1333,51594359,Yersinia pseudotuberculosis IP 32953,3
1334,319955760,Nitratifractor salsuginis DSM 16511,3
1335,330443755,Chlamydophila pecorum E58,3
1336,157149651,Streptococcus gordonii str. Challis substr. CH1,3
1337,77128441,Methylococcus capsulatus str. Bath,3
1338,15896971,Sulfolobus solfataricus P2,3
1339,269122800,Streptobacillus moniliformis DSM 12112,3
1340,297625198,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,3
1341,385812838,Lactobacillus helveticus H10,3
1342,385802382,Haloquadratum walsbyi C23,3
1343,258510020,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,3
1344,258538191,Lactobacillus rhamnosus Lc 705,3
1345,404406483,Listeria monocytogenes SLCC2376,3
1346,407711772,Burkholderia phenoliruptrix BR3459a,3
1347,325969849,Sphaerochaeta globosa str. Buddy,3
1348,378720668,Rickettsia rickettsii str. Colombia,3
1349,71064581,Psychrobacter arcticus 273-4,3
1350,326793322,Marinomonas mediterranea MMB-1,3
1351,15640032,Vibrio cholerae O1 biovar El Tor str. N16961,3
1352,385216759,Helicobacter pylori F16,3
1353,378973567,Treponema pallidum subsp. pertenue str. Gauthier,3
1354,52840256,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,3
1355,436839709,Desulfovibrio hydrothermalis AM13 = DSM 14728,3
1356,229586230,Rickettsia africae ESF-5,3
1357,253750923,Streptococcus suis SC84,3
1358,334319652,Sinorhizobium meliloti AK83,3
1359,377812245,Burkholderia sp. YI23,3
1360,103485498,Sphingopyxis alaskensis RB2256,3
1361,397675890,Zymomonas mobilis subsp. mobilis ATCC 29191,3
1362,169627108,Mycobacterium abscessus,3
1363,187730020,Shigella boydii CDC 3083-94,3
1364,72080342,Mycoplasma hyopneumoniae 7448,3
1365,194335182,Pelodictyon phaeoclathratiforme BU-1,3
1366,302388599,Thermosediminibacter oceani DSM 16646,3
1367,83591340,Rhodospirillum rubrum ATCC 11170,3
1368,150006674,Parabacteroides distasonis ATCC 8503,3
1369,197361212,Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,3
1370,227818258,Sinorhizobium fredii NGR234,3
1371,322688191,Bifidobacterium longum subsp. infantis 157F,3
1372,326789139,Clostridium lentocellum DSM 5427,3
1373,227831830,Corynebacterium aurimucosum ATCC 700975,3
1374,194733902,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,3
1375,16802048,Listeria monocytogenes EGD-e,3
1376,384888657,Helicobacter pylori v225d,3
1377,397779166,,3
1378,170735571,Burkholderia cenocepacia MC0-3,3
1379,376241700,Corynebacterium diphtheriae CDCE 8392,3
1380,347541852,Candidatus Arthromitus sp. SFB-rat-Yit,3
1381,296112228,Moraxella catarrhalis RH4,3
1382,297616214,Syntrophothermus lipocalidus DSM 12680,3
1383,304315537,Thermoanaerobacterium thermosaccharolyticum DSM 571,3
1384,365966241,Aggregatibacter actinomycetemcomitans ANH9381,3
1385,256809973,Methanocaldococcus fervens AG86,3
1386,385852231,Neisseria meningitidis H44/76,3
1387,313681130,Sulfuricurvum kujiense DSM 16994,3
1388,113952711,Synechococcus sp. CC9311,3
1389,21909536,Streptococcus pyogenes MGAS315,3
1390,408489461,Psychroflexus torquis ATCC 700755,3
1391,257057919,Cyanothece sp. PCC 8802,3
1392,209406223,Helicobacter pylori Shi470,3
1393,387781698,Helicobacter pylori 51,3
1394,56968325,Brucella suis 1330,3
1395,308179191,Lactobacillus plantarum subsp. plantarum ST-III,3
1396,22297544,Thermosynechococcus elongatus BP-1,3
1397,404285367,Listeria monocytogenes serotype 7 str. SLCC2482,3
1398,300702374,Ralstonia solanacearum CFBP2957,3
1399,154684518,Bacillus amyloliquefaciens subsp. plantarum str. FZB42,3
1400,336233546,Geobacillus thermoglucosidasius C56-YS93,3
1401,327309922,Thermoproteus uzoniensis 768-20,3
1402,386085705,Streptococcus thermophilus ND03,3
1403,148558820,Brucella ovis ATCC 25840,3
1404,385221504,Helicobacter pylori SouthAfrica7,3
1405,337285377,Thermodesulfatator indicus DSM 15286,3
1406,365963975,Propionibacterium acnes TypeIA2 P.acn17,3
1407,424712850,Listeria monocytogenes serotype 4b str. LL195,3
1408,404279552,Listeria monocytogenes SLCC2755,3
1409,241202755,Rhizobium leguminosarum bv. trifolii WSM1325,3
1410,298345126,Mobiluncus curtisii ATCC 43063,3
1411,378723377,Rickettsia rickettsii str. Hauke,3
1412,256818848,Capnocytophaga ochracea DSM 7271,3
1413,385227773,Helicobacter pylori Puno120,3
1414,319891290,Staphylococcus pseudintermedius HKU10-03,3
1415,152991597,Sulfurovum sp. NBC37-1,3
1416,378764971,Pantoea ananatis LMG 5342,3
1417,408500253,Bifidobacterium asteroides PRL2011,3
1418,18311643,Pyrobaculum aerophilum str. IM2,3
1419,407472532,Clostridium acidurici 9a,3
1420,161523180,Burkholderia multivorans ATCC 17616,3
1421,407458794,Chlamydia psittaci M56,3
1422,384863396,Staphylococcus aureus subsp. aureus ECT-R 2,3
1423,148271178,Clavibacter michiganensis subsp. michiganensis NCPPB 382,3
1424,66766352,Xanthomonas campestris pv. campestris str. 8004,3
1425,227116370,Vibrio cholerae O395,3
1426,319717301,Rickettsia rickettsii str. Iowa,3
1427,345428590,Haemophilus parainfluenzae T3T1,3
1428,76788711,Chlamydia trachomatis A/HAR-13,3
1429,256823905,Kytococcus sedentarius DSM 20547,3
1430,154173617,Campylobacter curvus 525.92,3
1431,386602643,Escherichia coli UM146,3
1432,188584642,Natranaerobius thermophilus JW/NM-WN-LF,3
1433,385226252,Helicobacter pylori SNT49,3
1434,385993125,Mycobacterium tuberculosis CCDC5079,3
1435,384460459,Clostridium botulinum F str. 230613,3
1436,74316018,Thiobacillus denitrificans ATCC 25259,3
1437,336065242,Erysipelothrix rhusiopathiae str. Fujisawa,3
1438,384170815,Arcobacter sp. L,3
1439,342731686,Candidatus Arthromitus sp. SFB-mouse-Japan,3
1440,386627502,Escherichia coli str. 'clone D i2',3
1441,433640128,Mycobacterium canettii CIPT 140070008,3
1442,313664890,Mycoplasma leachii PG50,3
1443,397668839,Propionibacterium propionicum F0230a,3
1444,431929462,Thioflavicoccus mobilis 8321,3
1445,119025018,Bifidobacterium adolescentis ATCC 15703,3
1446,222147015,Agrobacterium vitis S4,3
1447,387878539,Streptococcus parasanguinis FW213,3
1448,161519706,Burkholderia multivorans ATCC 17616,3
1449,322417545,Geobacter sp. M18,3
1450,294660180,Mycoplasma gallisepticum str. R(low),3
1451,397648808,Streptococcus mutans GS-5,3
1452,387905813,Burkholderia sp. KJ006,3
1453,257789778,Eggerthella lenta DSM 2243,3
1454,57238731,Ehrlichia ruminantium str. Welgevonden,3
1455,320449106,Thermus scotoductus SA-01,3
1456,385795588,Geobacter sulfurreducens KN400,3
1457,159042556,Dinoroseobacter shibae DFL 12 = DSM 16493,3
1458,426400511,Candidatus Endolissoclinum faulkneri L2,3
1459,124024712,Prochlorococcus marinus str. NATL1A,3
1460,154149549,Methanoregula boonei 6A8,3
1461,240047135,Mycoplasma conjunctivae HRC/581,3
1462,148266447,Staphylococcus aureus subsp. aureus JH9,3
1463,146319850,Streptococcus suis 98HAH33,3
1464,198241740,Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853,3
1465,406598989,Leuconostoc gelidum JB7,3
1466,257386085,Halomicrobium mukohataei DSM 12286,3
1467,428277412,Bacillus subtilis subsp. natto BEST195,3
1468,150024114,,3
1469,21226102,Methanosarcina mazei Go1,3
1470,345016447,Thermoanaerobacter wiegelii Rt8.B1,3
1471,407463877,Candidatus Nitrosopumilus sp. AR2,3
1472,385245895,Chlamydia trachomatis G/11074,3
1473,307717717,Spirochaeta thermophila DSM 6192,3
1474,225869487,Streptococcus equi subsp. equi 4047,3
1475,376292118,Corynebacterium diphtheriae HC02,3
1476,70728250,Pseudomonas protegens Pf-5,3
1477,385334895,Neisseria gonorrhoeae TCDC-NG08107,3
1478,19745201,Streptococcus pyogenes MGAS8232,3
1479,386829725,Staphylococcus aureus subsp. aureus HO 5096 0412,3
1480,261402131,Methanocaldococcus vulcanius M7,3
1481,304313778,Methanothermobacter marburgensis str. Marburg,3
1482,392429594,Mycoplasma bovis HB0801,3
1483,58036264,Bifidobacterium longum NCC2705,3
1484,269928379,Sphaerobacter thermophilus DSM 20745,3
1485,376289208,Corynebacterium diphtheriae C7 (beta),3
1486,82701135,Nitrosospira multiformis ATCC 25196,3
1487,57014152,Xylella fastidiosa 9a5c,3
1488,384263631,Bacillus amyloliquefaciens subsp. plantarum YAU B9601-Y2,3
1489,52424055,Mannheimia succiniciproducens MBEL55E,3
1490,15603881,Rickettsia prowazekii str. Madrid E,3
1491,319785620,Pseudoxanthomonas suwonensis 11-1,3
1492,312109151,Geobacillus sp. Y4.1MC1,3
1493,386069650,Propionibacterium acnes ATCC 11828,3
1494,124381141,Burkholderia mallei NCTC 10229,3
1495,182682970,Streptococcus pneumoniae CGSP14,3
1496,189438863,Bifidobacterium longum DJO10A,3
1497,190149269,Actinobacillus pleuropneumoniae serovar 7 str. AP76,3
1498,187925958,Ralstonia pickettii 12J,3
1499,387908808,Streptococcus thermophilus MN-ZLW-002,3
1500,55821993,Streptococcus thermophilus CNRZ1066,3
1501,339490182,Leuconostoc sp. C2,3
1502,403525101,Arthrobacter sp. Rue61a,3
1503,384440681,Campylobacter jejuni subsp. jejuni M1,3
1504,170076636,Synechococcus sp. PCC 7002,3
1505,114330036,Nitrosomonas eutropha C91,3
1506,157736271,Arcobacter butzleri RM4018,3
1507,209546450,Rhizobium leguminosarum bv. trifolii WSM2304,3
1508,93004831,Psychrobacter cryohalolentis K5,3
1509,379013365,Staphylococcus aureus subsp. aureus VC40,3
1510,387787130,Streptococcus pneumoniae ST556,3
1511,224988383,Mycobacterium bovis BCG str. Tokyo 172,3
1512,389842920,Mesotoga prima MesG1.Ag.4.2,3
1513,260891930,Ammonifex degensii KC4,3
1514,325294206,Desulfurobacterium thermolithotrophum DSM 11699,3
1515,190894340,Rhizobium etli CIAT 652,3
1516,407717513,Leuconostoc carnosum JB16,3
1517,325278757,Odoribacter splanchnicus DSM 220712,3
1518,307725550,Burkholderia sp. CCGE1003,3
1519,386739353,Corynebacterium pseudotuberculosis 31,3
1520,49474831,Bartonella henselae str. Houston-1,3
1521,116628683,Lactobacillus gasseri ATCC 33323,3
1522,338202359,Lactobacillus reuteri SD2112,3
1523,383751989,Rickettsia typhi str. TH1527,3
1524,385326614,Mycoplasma pneumoniae FH,3
1525,302870731,Caldicellulosiruptor obsidiansis OB47,3
1526,197336667,Vibrio fischeri MJ11,3
1527,325297172,Bacteroides salanitronis DSM 18170,3
1528,15594346,Borrelia burgdorferi B31,3
1529,187250423,Elusimicrobium minutum Pei191,3
1530,288559258,Methanobrevibacter ruminantium M1,3
1531,387125902,Methylophaga nitratireducenticrescens,3
1532,333909894,Methanotorris igneus Kol 5,3
1533,385772020,Sulfolobus islandicus HVE10/4,3
1534,433637028,Halovivax ruber XH-70,3
1535,323527923,Burkholderia sp. CCGE1001,3
1536,77358697,Neisseria meningitidis MC58,3
1537,379716390,Francisella tularensis subsp. tularensis TIGB03,3
1538,153010078,Ochrobactrum anthropi ATCC 49188,3
1539,330837866,Selenomonas sputigena ATCC 35185,2
1540,118578449,Pelobacter propionicus DSM 2379,2
1541,54301680,Photobacterium profundum SS9,2
1542,383842824,Rickettsia typhi str. B9991CWPP,2
1543,352681234,Thermoproteus tenax Kra 1,2
1544,225629872,Wolbachia sp. wRi,2
1545,328951746,Desulfobacca acetoxidans DSM 11109,2
1546,124262546,Methylibium petroleiphilum PM1,2
1547,54292964,Legionella pneumophila str. Lens,2
1548,20093440,Methanopyrus kandleri AV19,2
1549,13357558,Ureaplasma parvum serovar 3 str. ATCC 700970,2
1550,295694686,Kyrpidia tusciae DSM 2912,2
1551,116693960,Ralstonia eutropha H16,2
1552,332286959,Chlamydia psittaci 6BC,2
1553,99079841,Ruegeria sp. TM1040,2
1554,217076133,Thermosipho africanus TCF52B,2
1555,33862273,Prochlorococcus marinus str. MIT 9313,2
1556,375262319,Vibrio sp. EJY3,2
1557,328949540,Marinithermus hydrothermalis DSM 14884,2
1558,407461552,Candidatus Nitrosopumilus koreensis AR1,2
1559,76786714,Streptococcus agalactiae A909,2
1560,385248496,Helicobacter pylori F57,2
1561,407708765,Burkholderia phenoliruptrix BR3459a,2
1562,253995374,Methylotenera mobilis JLW8,2
1563,383750641,Rickettsia slovaca str. D-CWPP,2
1564,410475457,Streptococcus pneumoniae gamPNI0373,2
1565,384452082,Chlamydia psittaci 08DC60,2
1566,221635406,Thermomicrobium roseum DSM 5159,2
1567,288962595,Azospirillum sp. B510,2
1568,379018503,Rickettsia rickettsii str. Hlp#2,2
1569,55979969,Thermus thermophilus HB8,2
1570,339323774,Cupriavidus necator N-1,2
1571,340792956,Corynebacterium variabile DSM 44702,2
1572,203287471,Borrelia recurrentis A1,2
1573,384514544,Corynebacterium ulcerans 809,2
1574,94987631,Streptococcus pyogenes MGAS9429,2
1575,384409638,Brucella melitensis M28,2
1576,360034408,Vibrio cholerae O1 str. 2010EL-1786,2
1577,386577002,Streptococcus suis GZ1,2
1578,406591804,Chlamydia psittaci CP3,2
1579,384898367,Helicobacter pylori F30,2
1580,298501502,Streptococcus pneumoniae TCH8431/19A,2
1581,438000910,,2
1582,340791767,Brucella pinnipedialis B2/94,2
1583,385829589,Lactococcus lactis subsp. lactis CV56,2
1584,167621941,Shewanella halifaxensis HAW-EB4,2
1585,385244967,Chlamydia trachomatis E/150,2
1586,20806542,Thermoanaerobacter tengcongensis MB4,2
1587,315122943,Pseudoalteromonas sp. SM9913,2
1588,15826865,Mycobacterium leprae TN,2
1589,289191496,Methanocaldococcus sp. FS406-22,2
1590,212637849,Anoxybacillus flavithermus WK1,2
1591,225851546,Brucella melitensis ATCC 23457,2
1592,334143099,Thioalkalimicrobium cyclicum ALM1,2
1593,387821585,Bifidobacterium animalis subsp. lactis Bi-07,2
1594,339327781,Cupriavidus necator N-1,2
1595,402567932,Burkholderia cepacia GG4,2
1596,241195472,Bifidobacterium animalis subsp. lactis DSM 10140,2
1597,387601291,Staphylococcus aureus subsp. aureus ST398,2
1598,288817321,Hydrogenobacter thermophilus TK-6,2
1599,71909814,Streptococcus pyogenes MGAS5005,2
1600,57634611,Staphylococcus aureus subsp. aureus Mu50,2
1601,300087139,Dehalogenimonas lykanthroporepellens BL-DC-9,2
1602,385826720,Lactobacillus rhamnosus GG,2
1603,386006713,Listeria monocytogenes L99,2
1604,384117540,Acetobacter pasteurianus IFO 3283-01-42C,2
1605,336322299,Flexistipes sinusarabici DSM 4947,2
1606,417358931,Edwardsiella ictaluri 93-146,2
1607,385334155,Mycoplasma hyopneumoniae 168,2
1608,157964072,Rickettsia massiliae MTU5,2
1609,191639869,Burkholderia cenocepacia J2315,2
1610,401770401,Mycoplasma gallisepticum CA06_2006.052-5-2P,2
